date,n,n_anchor_clusters,coef,se,p
20260910,360,60,0.00036852122794417245,0.00018734515721838824,0.04917502466694421
20260911,366,61,0.00027083274773732696,9.370045509156635e-05,0.0038473947876407487
20260914,366,61,0.0004095236183892055,0.00011859917887538933,0.00055437767459052
20260915,366,61,-2.4247465637698938e-05,0.00012258366642173266,0.8431988882481263
20260916,366,61,-0.0004070121524076878,0.0004756573174541367,0.3921728295166058
